,adult,budget,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,vote_average,vote_count,collectionName,Thriller,TV Movie,Documentary,Mystery,Fantasy,Drama,Romance,Animation,History,Comedy,Adventure,War,Foreign,Crime,Family,Western,Science Fiction,Music,Action,Horror,homepagepresent,z_score_popularity,outliers,score,producer1,producer2,Totallanguages,profit
9547,0.0,80000000.0,693,tt0290002,en,meet the fockers,"hard-to-crack ex-cia man, jack byrnes and his wife, dina head for the warmer climes of florida to meet son-in-law-to-be, greg focker's parents. unlike their happily matched offspring, the future in-laws find themselves in a situation of opposites that definitely do not attract.",8.62,2004-12-22,516642939,115.0,Released,6.1,1412.0,Meet the Parents Collection,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.4902729141825715,False,8613.199999999999,dreamworks skg,universal pictures,1,5.4580367375
9559,0.0,10000000.0,11804,tt0375210,en,white noise,"an architect's desire to speak with his wife from beyond the grave using evp (electronic voice phenomenon), becomes an obsession with supernatural repercussions.",6.143324,2005-01-07,91196419,101.0,Released,5.6,267.0,White Noise Collection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.5360620407424118,False,1495.1999999999998,universal pictures,brightlight pictures,1,8.1196419
9579,0.0,1500000.0,21259,tt0086429,en,testament,"nuclear war in the united states is portrayed in a realistic and believable manner. the story is told through the eyes of a woman who is struggling to take care of her family. the entire movie takes place in a small suburban town outside san francisco. after the nuclear attack, contact with the outside world is pretty much cut off.",8.62,1983-11-04,2044892,90.0,Released,6.3,29.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9988699480706488,False,182.7,paramount pictures,american playhouse,1,0.3632613333333333
9582,0.0,3950000.0,22301,tt0020960,en,hell's angels,"two brothers attending oxford enlist with the royal flying corps when world war i breaks out. roy and monte rutledge have very different personalities. monte is a freewheeling womanizer, even with his brother's girlfriend helen. he also proves to have a yellow streak when it comes to his night patrol duties. roy is made of strong moral fiber and attempts to keep his brother in line. both volunteer for an extremely risky two man bombing mission for different reasons. monte wants to lose his cowardly reputation and roy seeks to protect his brother. roy loves helen; helen enjoys an affair with monte; before they leave on their mission over germany they find her in still another man's arms.  their assignment to knock out a strategic german munitions facility is a booming success, but with a squadron of fighters bearing down on them afterwards, escape seems unlikely.",5.276546,1930-11-15,8000000,127.0,Released,6.1,19.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.391795505257759,False,115.89999999999999,the caddo company,no producer,3,1.0253164556962024
9589,0.0,30.0,39472,tt0104804,en,man trouble,a sleazy but affable guard dog trainer is blackmailed to steal a manuscript for a tell-all book from one of his clients.,0.83333,1992-07-17,4,100.0,Released,4.7,11.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,-0.34773339225691846,False,51.7,american filmworks,cecchi gori pictures,1,-0.8666666666666667
9598,0.0,1400000.0,16442,tt0034167,en,sergeant york,alvin york a hillbilly sharpshooter transforms himself from ruffian to religious pacifist. he is then called to serve his country and despite deep religious and moral objections to fighting becomes one of the most celebrated american heroes of wwi.,3.336494,1941-07-02,16361885,134.0,Released,7.1,47.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06889323881805746,False,333.7,warner bros.,no producer,1,10.687060714285714
9603,0.0,1200000.0,16220,tt0076929,en,wizards,an ambiguous battle between good and evil wages in a post-apocalyptic earth populated by netherworld creatures who have re-emerged after the nuclear winter. two wizard twin brothers - the evil blackwolf and the good avatar - battle for supremacy. the war turns in blackwolf's favor when he discovers the methods of warfare used by the ill-fated humans of the past.,2.914738,1977-02-09,9000000,80.0,Released,6.4,42.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0013038323349543514,False,268.8,twentieth century fox film corporation,bakshi productions,1,6.5
9611,0.0,10000000.0,11633,tt0401233,ja,アップルシード,"in a utopian society created at the end of the third world war, a female warrior who has been plucked from the badlands begins to see cracks in this new facade. and what does this community have planned for the rest of humankind?",8.278525,2004-04-17,1461989,101.0,Released,6.8,116.0,Appleseed Collection,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8914449079048988,False,788.8,toho company,tokyo broadcasting system (tbs),1,-0.8538011
9617,0.0,43000000.0,9947,tt0357277,en,elektra,"elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",8.62,2005-01-13,56681566,97.0,Released,4.9,590.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.8108843003802608,False,2891.0,twentieth century fox film corporation,regency enterprises,2,0.3181759534883721
9618,0.0,30000000.0,6439,tt0376105,en,racing stripes,"shattered illusions are hard to repair -- especially for a good-hearted zebra named stripes who's spent his life on a kentucky farm amidst the sorely mistaken notion that he's a debonair thoroughbred. once he faces the fact that his stark stripes mark him as different, he decides he'll race anyway. and with help from the young girl who raised him, he just might end up in the winner's circle.",4.817052,2005-01-06,93772522,102.0,Released,5.1,127.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.31531732115988736,False,647.6999999999999,alcon entertainment,no producer,1,2.125750733333333
9619,0.0,30000000.0,7214,tt0393162,en,coach carter,"based on a true story, in which richmond high school head basketball coach ken carter made headlines in 1999 for benching his undefeated team due to poor academic results.",8.62,2005-01-14,76669806,136.0,Released,7.3,510.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3600088099591972,False,3723.0,paramount pictures,mtv films,1,1.5556602
9628,0.0,6000000.0,19610,tt0075265,en,a star is born,"a star is born is a 1976 rock music film telling the story of a young woman, played by barbra streisand who enters show business, and meets and falls in love with an established male star, played by kris kristofferson, only to find her career ascending while his goes into decline.",2.447359,1976-12-16,161000000,139.0,Released,5.7,22.0,independent Movie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,-0.07909439587980842,False,125.4,barwood films,warner bros.,1,25.833333333333332
9629,0.0,6000000.0,27549,tt0101412,en,beastmaster 2: through the portal of time,"mark singer returns as dar, the warrior who can talk to the beasts. dar is forced to travel to earth to stop his evil brother from stealing an atomic bomb, and turning their native land from a desert into... well... a desert! written by jim palin",4.038283,1991-06-08,869325,107.0,Released,4.6,17.0,Beastmaster Collection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.18569900415963164,False,78.19999999999999,les films 21,republic pictures,1,-0.8551125
9643,0.0,26000000.0,10694,tt0109402,en,the chase,"jack hammond is sentenced to life in prison, but manages to escape. to get away from the police he takes a girl as hostage and drives off in her car. the girl happens to be the only daughter of one of the richest men in the state. in a while the car chase is being broadcast live on every tv-channel.",8.62,1994-03-04,8009329,89.0,Released,5.6,89.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.9040690665162179,False,498.4,twentieth century fox film corporation,capitol films,1,-0.6919488846153846
9647,0.0,18339750.0,613,tt0363163,de,der untergang,"in april of 1945, germany stands at the brink of defeat with the russian army closing in from the east and the allied expeditionary force attacking from the west. in berlin, capital of the third reich, adolf hitler proclaims that germany will still achieve victory and orders his generals and advisers to fight to the last man. when the end finally does come, and hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the battle of berlin, and lay down their arms in surrender.",7.69224,2004-09-08,92180910,156.0,Released,7.7,1059.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7938636290115494,False,8154.3,degeto film,eos entertainment,3,4.026290434711488
9649,0.0,30000000.0,8978,tt0398712,en,assault on precinct 13,"on new year's eve, inside a police station that's about to be closed for good, officer jake roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster marion bishop.",8.62,2005-01-19,35294470,109.0,Released,6.0,318.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.4364412230554302,False,1908.0,rogue pictures,why not productions,3,0.17648233333333332
9650,0.0,32000000.0,11637,tt0368578,en,are we there yet?,"the fledgling romance between nick, a playboy bachelor, and suzanne, a divorced mother of two, is threatened by a particularly harrowing new years eve. when suzanne's work keeps her in vancouver for the holiday, nick offers to bring her kids to the city from portland, oregon. the kids, who have never liked any of the men their mom dates, are determined to turn the trip into a nightmare for nick.",8.62,2005-01-20,97918663,95.0,Released,5.2,227.0,The Are We Collection,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.1374926693932566,False,1180.4,columbia pictures,revolution studios,1,2.05995821875
9651,0.0,20000000.0,12142,tt0369226,en,alone in the dark,"edward carnby is a private investigator specializing in unexplainable supernatural phenomena. his cases delve into the dark corners of the world, searching for truth in the occult remnants of ancient civilizations. now, the greatest mystery of his past is about to become the most dangerous case he has ever faced.",5.871243,2005-01-28,10442808,96.0,Released,3.1,174.0,Alone in the Dark Collection,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.490776877481231,False,539.4,boll kino beteiligungs gmbh & co. kg,brightlight pictures,2,-0.4778596
9652,0.0,25000000.0,11096,tt0382077,en,hide and seek,"david callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter, emily on his own. david is at first amused to discover that emily has created an imaginary friend named 'charlie', but it isn't long before 'charlie' develops a sinister and violent side, and as david struggles with his daughter's growing emotional problems, he comes to the frightening realisation that 'charlie' isn't just a figment of emily's imagination.",6.102059,2005-01-27,122644820,101.0,Released,6.1,455.0,independent Movie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.5291938938965364,False,2775.5,twentieth century fox film corporation,fox 2000 pictures,1,3.9057928
9654,0.0,20000000.0,8968,tt0357507,en,boogeyman,"every culture has one – the horrible monster fueling young children's nightmares. but for tim, the boogeyman still lives in his memories as a creature that devoured his father 16 years earlier. is the boogeyman real? or did tim make him up to explain why his father abandoned his family?",8.62,2005-02-04,67192859,89.0,Released,4.6,194.0,The Boogeyman Collection,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.1287490765602413,False,892.4,ghost house pictures,senator international,3,2.35964295
9655,0.0,15000000.0,6961,tt0372532,en,the wedding date,"with the wedding of her younger sister fast approaching, kat ellis faces the undesirable prospect of traveling alone to london for the ceremony. while this is bad enough, jeffrey, the man who left her as they moved closer to marriage, happens to be the groom's best man. determined to show everyone -- most of all jeffrey -- that her romantic life is as full and thrilling as ever, kat hires a charming male escort as her date.",5.615303,2005-02-04,47175038,88.0,Released,6.2,238.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4481782223562255,False,1475.6000000000001,26 films,gold circle films,1,2.1450025333333333
9677,0.0,3500000.0,2436,tt0106761,en,double dragon,"set 15 years in the future in post-earthquake california, where san diego and los angeles are merged into one city, two teenage brothers have half of a powerful ancient chinese talisman. an evil gang leader named bo abobo has the other half, and determines to get the brothers' half and have a complete medallion so he can gain absolute power of the magical double dragon medallion.",5.190767,1994-11-04,2341309,89.0,Released,3.9,65.0,independent Movie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.37751844798664924,False,253.5,gramercy pictures,no producer,2,-0.3310545714285714
9698,0.0,24000000.0,4935,tt0347149,ja,ハウルの動く城,"when sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking home.",8.62,2004-11-19,234710455,119.0,Released,8.2,2049.0,independent Movie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2.1992510828435514,False,16801.8,studio ghibli,buena vista home entertainment,1,8.779602291666667
9702,0.0,500.0,193704,tt0361322,en,assisted living,"""assisted living"" chronicles a day in the life of todd, a janitor who spends his days smoking pot and interacting with the residents for his own entertainment. todd's detachment from his surroundings is compromised only by his unlikely friendship with mrs. pearlman, a resident who begins to confuse him with her son. on this particular day, todd must choose whether or not to play the part. ""assisted living"" is shot and staged in a real nursing home and gains much of its unique effect and style from the participation of actual residents and staff members. during much of the film, it is impossible to distinguish between what is real and what is fiction.",0.261278,2005-02-02,41,78.0,Released,7.5,1.0,independent Movie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.4429457305454614,False,7.5,no producer,no producer,1,-0.918
9704,0.0,70000000.0,8488,tt0386588,en,hitch,"dating coach alex 'hitch' hitchens mentors a bumbling client, albert, who hopes to win the heart of the glamorous allegra cole. while albert makes progress, hitch faces his own romantic setbacks when proven techniques fail to work on sara melas, a tabloid reporter digging for dirt on allegra cole's love life. when sara discovers hitch's connection to albert – now allegra's boyfriend – it threatens to destroy both relationships.",8.62,2005-02-10,368100420,118.0,Released,6.3,1721.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.7356677315275542,False,10842.3,columbia pictures corporation,overbrook entertainment,1,4.258577428571429
9706,0.0,2000000.0,12228,tt0418753,en,inside deep throat,"in 1972, a seemingly typical shoestring budget pornographic film was made in a florida hotel, ""deep throat,"" starring linda lovelace. this film would surpass the wildest expectation of everyone involved to become one of the most successful independent films of all time. it caught the public imagination which met the spirit of the times, even as the self appointed guardians of public morality struggled to suppress it, and created, for a brief moment, a possible future where sexuality in film had a bold artistic potential. this film covers the story of the making of this controversial film, its stunning success, its hysterical opposition along with its dark side of mob influence and allegations of the on set mistreatment of the film's star. in short, the combined events would redefine the popular appeal of pornography, even as more cynical developments would lead it down other paths.",3.21768,2005-02-11,653621,92.0,Released,6.8,31.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.04911783595011026,False,210.79999999999998,no producer,no producer,1,-0.6731895
